15-30,7,CA,0,9,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,18,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,2
15-30,3,CD,,,,,,Yes,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,18,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,
15-30,30,CD,1,8,16,Possession Added,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,18,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,8,LD,0,17,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,18,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,2
15-30,14,CD,Possession Lost,,3,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,18,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,30,CD,Possession Lost,,1,Play Disrupted,,,,,,Set Piece,10,SOG,1,,,,,,,,,,30,7,3,14,12,8,2,17,18,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,2,RM,Possession Lost,,3,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,18,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,14,RD,Possession Lost,,2,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,18,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,12,RD,0,22,0,Possession Added,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,18,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,17,CM,1,9,1,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,18,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,2
15-30,9,CM,1,8,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,18,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,8,CM,1,9,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,18,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,2
15-30,9,RM,1,7,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,18,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,7,RM,1,3,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,18,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,3,CM,Possession Lost,,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,18,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
